pre_skid,post_skid,pre_name,post_name,roi,count,type_pre_col,type_post_col,type_pre,type_post,relative_weight_PB,relative_weight_EB,relative_weight_NO,PB_post,EB_post,NO_post
55936,64133,EPG_R8_55936,ER_R_MBUv_64133,EB,10,EPG_R8,ER_R_MBUv,EPG,MBUv,0.0,0.006493506493506494,0.0,0.0,1540.0,0.0
125035,64133,ER_L_MBUv_125035,ER_R_MBUv_64133,EB,9,ER_L_MBUv,ER_R_MBUv,MBUv,MBUv,0.0,0.005844155844155844,0.0,0.0,1540.0,0.0
56356,64133,EPG_R8_56356,ER_R_MBUv_64133,EB,9,EPG_R8,ER_R_MBUv,EPG,MBUv,0.0,0.005844155844155844,0.0,0.0,1540.0,0.0
108339,64133,PEN_a_R9_108339,ER_R_MBUv_64133,EB,8,PEN_a_R9,ER_R_MBUv,PEN_a,MBUv,0.0,0.005194805194805195,0.0,0.0,1540.0,0.0
56383,64133,EPG_R8_56383,ER_R_MBUv_64133,EB,8,EPG_R8,ER_R_MBUv,EPG,MBUv,0.0,0.005194805194805195,0.0,0.0,1540.0,0.0
112713,64133,PEN_a_L2_112713,ER_R_MBUv_64133,EB,8,PEN_a_L2,ER_R_MBUv,PEN_a,MBUv,0.0,0.005194805194805195,0.0,0.0,1540.0,0.0
125194,64133,ER_L_MBUv_125194,ER_R_MBUv_64133,EB,7,ER_L_MBUv,ER_R_MBUv,MBUv,MBUv,0.0,0.004545454545454545,0.0,0.0,1540.0,0.0
56351,64133,PEG_R8_56351,ER_R_MBUv_64133,EB,7,PEG_R8,ER_R_MBUv,PEG,MBUv,0.0,0.004545454545454545,0.0,0.0,1540.0,0.0
118328,64133,EPG_R9_118328,ER_R_MBUv_64133,EB,7,EPG_R9,ER_R_MBUv,EPG,MBUv,0.0,0.004545454545454545,0.0,0.0,1540.0,0.0
63126,64133,ER_R_MBUv_63126,ER_R_MBUv_64133,EB,7,ER_R_MBUv,ER_R_MBUv,MBUv,MBUv,0.0,0.004545454545454545,0.0,0.0,1540.0,0.0
64154,64133,ER_L_MBUv_64154,ER_R_MBUv_64133,EB,7,ER_L_MBUv,ER_R_MBUv,MBUv,MBUv,0.0,0.004545454545454545,0.0,0.0,1540.0,0.0
183953,64133,ER_R_MBUv_183953,ER_R_MBUv_64133,EB,6,ER_R_MBUv,ER_R_MBUv,MBUv,MBUv,0.0,0.003896103896103896,0.0,0.0,1540.0,0.0
125099,64133,ER_L_MBUv_125099,ER_R_MBUv_64133,EB,6,ER_L_MBUv,ER_R_MBUv,MBUv,MBUv,0.0,0.003896103896103896,0.0,0.0,1540.0,0.0
64257,64133,PEN_b_R9_64257,ER_R_MBUv_64133,EB,6,PEN_b_R9,ER_R_MBUv,PEN_b,MBUv,0.0,0.003896103896103896,0.0,0.0,1540.0,0.0
108315,64133,PEN_b_R9_108315,ER_R_MBUv_64133,EB,6,PEN_b_R9,ER_R_MBUv,PEN_b,MBUv,0.0,0.003896103896103896,0.0,0.0,1540.0,0.0
112687,125199,PEN_b_L2_112687,ER_L_MBUv_125199,EB,18,PEN_b_L2,ER_L_MBUv,PEN_b,MBUv,0.0,0.011865524060646011,0.0,0.0,1517.0,0.0
64154,125199,ER_L_MBUv_64154,ER_L_MBUv_125199,EB,13,ER_L_MBUv,ER_L_MBUv,MBUv,MBUv,0.0,0.008569545154911009,0.0,0.0,1517.0,0.0
125041,125199,ER_L_MBUv_125041,ER_L_MBUv_125199,EB,11,ER_L_MBUv,ER_L_MBUv,MBUv,MBUv,0.0,0.007251153592617007,0.0,0.0,1517.0,0.0
125025,125199,ER_L_MBUv_125025,ER_L_MBUv_125199,EB,11,ER_L_MBUv,ER_L_MBUv,MBUv,MBUv,0.0,0.007251153592617007,0.0,0.0,1517.0,0.0
65369,125199,ER_L_MBUv_65369,ER_L_MBUv_125199,EB,10,ER_L_MBUv,ER_L_MBUv,MBUv,MBUv,0.0,0.0065919578114700065,0.0,0.0,1517.0,0.0
55944,125199,EPG_L2_55944,ER_L_MBUv_125199,EB,10,EPG_L2,ER_L_MBUv,EPG,MBUv,0.0,0.0065919578114700065,0.0,0.0,1517.0,0.0
55952,125199,EPG_L2_55952,ER_L_MBUv_125199,EB,10,EPG_L2,ER_L_MBUv,EPG,MBUv,0.0,0.0065919578114700065,0.0,0.0,1517.0,0.0
125035,125199,ER_L_MBUv_125035,ER_L_MBUv_125199,EB,10,ER_L_MBUv,ER_L_MBUv,MBUv,MBUv,0.0,0.0065919578114700065,0.0,0.0,1517.0,0.0
56356,125199,EPG_R8_56356,ER_L_MBUv_125199,EB,10,EPG_R8,ER_L_MBUv,EPG,MBUv,0.0,0.0065919578114700065,0.0,0.0,1517.0,0.0
47185,125199,ER_R_MBUv_47185,ER_L_MBUv_125199,EB,9,ER_R_MBUv,ER_L_MBUv,MBUv,MBUv,0.0,0.005932762030323006,0.0,0.0,1517.0,0.0
55936,125199,EPG_R8_55936,ER_L_MBUv_125199,EB,9,EPG_R8,ER_L_MBUv,EPG,MBUv,0.0,0.005932762030323006,0.0,0.0,1517.0,0.0
63776,125199,PEN_a_L3_63776,ER_L_MBUv_125199,EB,8,PEN_a_L3,ER_L_MBUv,PEN_a,MBUv,0.0,0.005273566249176005,0.0,0.0,1517.0,0.0
65375,125199,ER_L_MBUv_65375,ER_L_MBUv_125199,EB,8,ER_L_MBUv,ER_L_MBUv,MBUv,MBUv,0.0,0.005273566249176005,0.0,0.0,1517.0,0.0
54939,125199,EPG_L3_54939,ER_L_MBUv_125199,EB,7,EPG_L3,ER_L_MBUv,EPG,MBUv,0.0,0.004614370468029005,0.0,0.0,1517.0,0.0
64077,125199,EPG_L_R1L1_64077,ER_L_MBUv_125199,EB,7,EPG_L_R1L1,ER_L_MBUv,EPG,MBUv,0.0,0.004614370468029005,0.0,0.0,1517.0,0.0
64084,125199,EPG_L_R1L1_64084,ER_L_MBUv_125199,EB,7,EPG_L_R1L1,ER_L_MBUv,EPG,MBUv,0.0,0.004614370468029005,0.0,0.0,1517.0,0.0
64133,125199,ER_R_MBUv_64133,ER_L_MBUv_125199,EB,6,ER_R_MBUv,ER_L_MBUv,MBUv,MBUv,0.0,0.003955174686882004,0.0,0.0,1517.0,0.0
125194,125199,ER_L_MBUv_125194,ER_L_MBUv_125199,EB,6,ER_L_MBUv,ER_L_MBUv,MBUv,MBUv,0.0,0.003955174686882004,0.0,0.0,1517.0,0.0
63126,125199,ER_R_MBUv_63126,ER_L_MBUv_125199,EB,6,ER_R_MBUv,ER_L_MBUv,MBUv,MBUv,0.0,0.003955174686882004,0.0,0.0,1517.0,0.0
84466,35471,Delta7_L5R4_84466,EPG_L5_35471,PB,202,Delta7_L5R4,EPG_L5,Delta7,EPG,0.09058295964125561,0.0,0.0,2230.0,0.0,0.0
83239,35471,Delta7_L4R5_83239,EPG_L5_35471,PB,145,Delta7_L4R5,EPG_L5,Delta7,EPG,0.06502242152466367,0.0,0.0,2230.0,0.0,0.0
84500,35471,Delta7_L5R4_84500,EPG_L5_35471,PB,134,Delta7_L5R4,EPG_L5,Delta7,EPG,0.060089686098654706,0.0,0.0,2230.0,0.0,0.0
75302,35471,Delta7_L5R4_75302,EPG_L5_35471,PB,119,Delta7_L5R4,EPG_L5,Delta7,EPG,0.05336322869955157,0.0,0.0,2230.0,0.0,0.0
75297,35471,Delta7_L5R4_75297,EPG_L5_35471,PB,109,Delta7_L5R4,EPG_L5,Delta7,EPG,0.04887892376681614,0.0,0.0,2230.0,0.0,0.0
75326,35471,Delta7_L5R4_75326,EPG_L5_35471,PB,69,Delta7_L5R4,EPG_L5,Delta7,EPG,0.03094170403587444,0.0,0.0,2230.0,0.0,0.0
84303,35471,Delta7_L4R5_84303,EPG_L5_35471,PB,62,Delta7_L4R5,EPG_L5,Delta7,EPG,0.02780269058295964,0.0,0.0,2230.0,0.0,0.0
81522,35471,Delta7_L4R5_81522,EPG_L5_35471,PB,45,Delta7_L4R5,EPG_L5,Delta7,EPG,0.020179372197309416,0.0,0.0,2230.0,0.0,0.0
110806,35471,Delta7_L4R5_110806,EPG_L5_35471,PB,37,Delta7_L4R5,EPG_L5,Delta7,EPG,0.016591928251121078,0.0,0.0,2230.0,0.0,0.0
83112,35471,Delta7_L4R5_83112,EPG_L5_35471,PB,34,Delta7_L4R5,EPG_L5,Delta7,EPG,0.015246636771300448,0.0,0.0,2230.0,0.0,0.0
83744,35471,Delta7_L6R3_83744,EPG_L5_35471,PB,7,Delta7_L6R3,EPG_L5,Delta7,EPG,0.003139013452914798,0.0,0.0,2230.0,0.0,0.0
55952,64257,EPG_L2_55952,PEN_b_R9_64257,EB,17,EPG_L2,PEN_b_R9,EPG,PEN_b,0.0,0.012592592592592593,0.0,0.0,1350.0,0.0
55936,64257,EPG_R8_55936,PEN_b_R9_64257,EB,16,EPG_R8,PEN_b_R9,EPG,PEN_b,0.0,0.011851851851851851,0.0,0.0,1350.0,0.0
56356,64257,EPG_R8_56356,PEN_b_R9_64257,EB,14,EPG_R8,PEN_b_R9,EPG,PEN_b,0.0,0.01037037037037037,0.0,0.0,1350.0,0.0
108339,64257,PEN_a_R9_108339,PEN_b_R9_64257,EB,11,PEN_a_R9,PEN_b_R9,PEN_a,PEN_b,0.0,0.008148148148148147,0.0,0.0,1350.0,0.0
125261,64257,ER_L_MBUv_125261,PEN_b_R9_64257,EB,10,ER_L_MBUv,PEN_b_R9,MBUv,PEN_b,0.0,0.007407407407407408,0.0,0.0,1350.0,0.0
55944,64257,EPG_L2_55944,PEN_b_R9_64257,EB,9,EPG_L2,PEN_b_R9,EPG,PEN_b,0.0,0.006666666666666667,0.0,0.0,1350.0,0.0
112713,64257,PEN_a_L2_112713,PEN_b_R9_64257,EB,9,PEN_a_L2,PEN_b_R9,PEN_a,PEN_b,0.0,0.006666666666666667,0.0,0.0,1350.0,0.0
63776,64257,PEN_a_L3_63776,PEN_b_R9_64257,EB,7,PEN_a_L3,PEN_b_R9,PEN_a,PEN_b,0.0,0.005185185185185185,0.0,0.0,1350.0,0.0
64077,64257,EPG_L_R1L1_64077,PEN_b_R9_64257,EB,7,EPG_L_R1L1,PEN_b_R9,EPG,PEN_b,0.0,0.005185185185185185,0.0,0.0,1350.0,0.0
80994,59381,Delta7_L6R3_80994,EPG_L6_59381,PB,135,Delta7_L6R3,EPG_L6,Delta7,EPG,0.06770310932798396,0.0,0.0,1994.0,0.0,0.0
82632,59381,Delta7_L6R3_82632,EPG_L6_59381,PB,122,Delta7_L6R3,EPG_L6,Delta7,EPG,0.06118355065195587,0.0,0.0,1994.0,0.0,0.0
84617,59381,Delta7_L6R3_84617,EPG_L6_59381,PB,119,Delta7_L6R3,EPG_L6,Delta7,EPG,0.059679037111334,0.0,0.0,1994.0,0.0,0.0
83232,59381,Delta7_L6R3_83232,EPG_L6_59381,PB,119,Delta7_L6R3,EPG_L6,Delta7,EPG,0.059679037111334,0.0,0.0,1994.0,0.0,0.0
83744,59381,Delta7_L6R3_83744,EPG_L6_59381,PB,104,Delta7_L6R3,EPG_L6,Delta7,EPG,0.05215646940822467,0.0,0.0,1994.0,0.0,0.0
86277,59381,Delta7_L6R3_86277,EPG_L6_59381,PB,98,Delta7_L6R3,EPG_L6,Delta7,EPG,0.04914744232698094,0.0,0.0,1994.0,0.0,0.0
84500,59381,Delta7_L5R4_84500,EPG_L6_59381,PB,40,Delta7_L5R4,EPG_L6,Delta7,EPG,0.020060180541624874,0.0,0.0,1994.0,0.0,0.0
84466,59381,Delta7_L5R4_84466,EPG_L6_59381,PB,39,Delta7_L5R4,EPG_L6,Delta7,EPG,0.019558676028084254,0.0,0.0,1994.0,0.0,0.0
75302,59381,Delta7_L5R4_75302,EPG_L6_59381,PB,24,Delta7_L5R4,EPG_L6,Delta7,EPG,0.012036108324974924,0.0,0.0,1994.0,0.0,0.0
75297,59381,Delta7_L5R4_75297,EPG_L6_59381,PB,12,Delta7_L5R4,EPG_L6,Delta7,EPG,0.006018054162487462,0.0,0.0,1994.0,0.0,0.0
75326,59381,Delta7_L5R4_75326,EPG_L6_59381,PB,9,Delta7_L5R4,EPG_L6,Delta7,EPG,0.004513540621865597,0.0,0.0,1994.0,0.0,0.0
84466,34199,Delta7_L5R4_84466,EPG_L5_34199,PB,205,Delta7_L5R4,EPG_L5,Delta7,EPG,0.09794553272814142,0.0,0.0,2093.0,0.0,0.0
84500,34199,Delta7_L5R4_84500,EPG_L5_34199,PB,127,Delta7_L5R4,EPG_L5,Delta7,EPG,0.06067845198279981,0.0,0.0,2093.0,0.0,0.0
75297,34199,Delta7_L5R4_75297,EPG_L5_34199,PB,126,Delta7_L5R4,EPG_L5,Delta7,EPG,0.06020066889632107,0.0,0.0,2093.0,0.0,0.0
75302,34199,Delta7_L5R4_75302,EPG_L5_34199,PB,120,Delta7_L5R4,EPG_L5,Delta7,EPG,0.05733397037744864,0.0,0.0,2093.0,0.0,0.0
75326,34199,Delta7_L5R4_75326,EPG_L5_34199,PB,88,Delta7_L5R4,EPG_L5,Delta7,EPG,0.042044911610129,0.0,0.0,2093.0,0.0,0.0
83239,34199,Delta7_L4R5_83239,EPG_L5_34199,PB,87,Delta7_L4R5,EPG_L5,Delta7,EPG,0.041567128523650264,0.0,0.0,2093.0,0.0,0.0
83112,34199,Delta7_L4R5_83112,EPG_L5_34199,PB,38,Delta7_L4R5,EPG_L5,Delta7,EPG,0.018155757286192068,0.0,0.0,2093.0,0.0,0.0
84303,34199,Delta7_L4R5_84303,EPG_L5_34199,PB,37,Delta7_L4R5,EPG_L5,Delta7,EPG,0.017677974199713332,0.0,0.0,2093.0,0.0,0.0
110806,34199,Delta7_L4R5_110806,EPG_L5_34199,PB,35,Delta7_L4R5,EPG_L5,Delta7,EPG,0.016722408026755852,0.0,0.0,2093.0,0.0,0.0
81522,34199,Delta7_L4R5_81522,EPG_L5_34199,PB,35,Delta7_L4R5,EPG_L5,Delta7,EPG,0.016722408026755852,0.0,0.0,2093.0,0.0,0.0
83744,34199,Delta7_L6R3_83744,EPG_L5_34199,PB,7,Delta7_L6R3,EPG_L5,Delta7,EPG,0.0033444816053511705,0.0,0.0,2093.0,0.0,0.0
54939,118376,EPG_L3_54939,PEN_b_R8_118376,EB,11,EPG_L3,PEN_b_R8,EPG,PEN_b,0.0,0.009361702127659575,0.0,0.0,1175.0,0.0
118407,118376,PEN_a_R8_118407,PEN_b_R8_118376,EB,7,PEN_a_R8,PEN_b_R8,PEN_a,PEN_b,0.0,0.005957446808510639,0.0,0.0,1175.0,0.0
84631,54939,Delta7_L3R6_84631,EPG_L3_54939,PB,215,Delta7_L3R6,EPG_L3,Delta7,EPG,0.09355961705831158,0.0,0.0,2298.0,0.0,0.0
82590,54939,Delta7_L3R6_82590,EPG_L3_54939,PB,195,Delta7_L3R6,EPG_L3,Delta7,EPG,0.08485639686684072,0.0,0.0,2298.0,0.0,0.0
84354,54939,Delta7_L3R6_84354,EPG_L3_54939,PB,150,Delta7_L3R6,EPG_L3,Delta7,EPG,0.06527415143603134,0.0,0.0,2298.0,0.0,0.0
81541,54939,Delta7_L3R6_81541,EPG_L3_54939,PB,149,Delta7_L3R6,EPG_L3,Delta7,EPG,0.06483899042645778,0.0,0.0,2298.0,0.0,0.0
81527,54939,Delta7_L3R6_81527,EPG_L3_54939,PB,148,Delta7_L3R6,EPG_L3,Delta7,EPG,0.06440382941688425,0.0,0.0,2298.0,0.0,0.0
79852,54939,Delta7_L3R6_79852,EPG_L3_54939,PB,113,Delta7_L3R6,EPG_L3,Delta7,EPG,0.04917319408181027,0.0,0.0,2298.0,0.0,0.0
83722,54939,Delta7_L2L1_83722,EPG_L3_54939,PB,90,Delta7_L2L1,EPG_L3,Delta7,EPG,0.0391644908616188,0.0,0.0,2298.0,0.0,0.0
84473,54939,Delta7_L2L1_84473,EPG_L3_54939,PB,31,Delta7_L2L1,EPG_L3,Delta7,EPG,0.013489991296779809,0.0,0.0,2298.0,0.0,0.0
83213,54939,Delta7_L2L1_83213,EPG_L3_54939,PB,30,Delta7_L2L1,EPG_L3,Delta7,EPG,0.013054830287206266,0.0,0.0,2298.0,0.0,0.0
42181,54939,Delta7_L2L1_42181,EPG_L3_54939,PB,16,Delta7_L2L1,EPG_L3,Delta7,EPG,0.006962576153176675,0.0,0.0,2298.0,0.0,0.0
84178,54939,Delta7_L2L1_84178,EPG_L3_54939,PB,12,Delta7_L2L1,EPG_L3,Delta7,EPG,0.005221932114882507,0.0,0.0,2298.0,0.0,0.0
83112,54939,Delta7_L4R5_83112,EPG_L3_54939,PB,8,Delta7_L4R5,EPG_L3,Delta7,EPG,0.0034812880765883376,0.0,0.0,2298.0,0.0,0.0
112687,112713,PEN_b_L2_112687,PEN_a_L2_112713,EB,58,PEN_b_L2,PEN_a_L2,PEN_b,PEN_a,0.0,0.04437643458301454,0.0,0.0,1307.0,0.0
108339,112713,PEN_a_R9_108339,PEN_a_L2_112713,EB,31,PEN_a_R9,PEN_a_L2,PEN_a,PEN_a,0.0,0.023718439173680182,0.0,0.0,1307.0,0.0
47232,112713,ER_R_LAL_47232,PEN_a_L2_112713,EB,16,ER_R_LAL,PEN_a_L2,LAL,PEN_a,0.0,0.01224177505738332,0.0,0.0,1307.0,0.0
57041,112713,ER_R_LAL_57041,PEN_a_L2_112713,EB,11,ER_R_LAL,PEN_a_L2,LAL,PEN_a,0.0,0.008416220351951033,0.0,0.0,1307.0,0.0
63772,112713,PEN_b_L3_63772,PEN_a_L2_112713,EB,11,PEN_b_L3,PEN_a_L2,PEN_b,PEN_a,0.0,0.008416220351951033,0.0,0.0,1307.0,0.0
63776,112713,PEN_a_L3_63776,PEN_a_L2_112713,EB,7,PEN_a_L3,PEN_a_L2,PEN_a,PEN_a,0.0,0.005355776587605203,0.0,0.0,1307.0,0.0
64084,112713,EPG_L_R1L1_64084,PEN_a_L2_112713,EB,6,EPG_L_R1L1,PEN_a_L2,EPG,PEN_a,0.0,0.0045906656465187455,0.0,0.0,1307.0,0.0
64257,112713,PEN_b_R9_64257,PEN_a_L2_112713,EB,6,PEN_b_R9,PEN_a_L2,PEN_b,PEN_a,0.0,0.0045906656465187455,0.0,0.0,1307.0,0.0
108315,112713,PEN_b_R9_108315,PEN_a_L2_112713,EB,6,PEN_b_R9,PEN_a_L2,PEN_b,PEN_a,0.0,0.0045906656465187455,0.0,0.0,1307.0,0.0
63772,55930,PEN_b_L3_63772,PEG_L2_55930,EB,29,PEN_b_L3,PEG_L2,PEN_b,PEG,0.0,0.021919879062736205,0.0,0.0,1323.0,0.0
108339,55930,PEN_a_R9_108339,PEG_L2_55930,EB,27,PEN_a_R9,PEG_L2,PEN_a,PEG,0.0,0.02040816326530612,0.0,0.0,1323.0,0.0
63776,55930,PEN_a_L3_63776,PEG_L2_55930,EB,23,PEN_a_L3,PEG_L2,PEN_a,PEG,0.0,0.017384731670445956,0.0,0.0,1323.0,0.0
64257,55930,PEN_b_R9_64257,PEG_L2_55930,EB,17,PEN_b_R9,PEG_L2,PEN_b,PEG,0.0,0.012849584278155708,0.0,0.0,1323.0,0.0
55936,55930,EPG_R8_55936,PEG_L2_55930,EB,15,EPG_R8,PEG_L2,EPG,PEG,0.0,0.011337868480725623,0.0,0.0,1323.0,0.0
112713,55930,PEN_a_L2_112713,PEG_L2_55930,EB,13,PEN_a_L2,PEG_L2,PEN_a,PEG,0.0,0.009826152683295541,0.0,0.0,1323.0,0.0
56356,55930,EPG_R8_56356,PEG_L2_55930,EB,11,EPG_R8,PEG_L2,EPG,PEG,0.0,0.008314436885865457,0.0,0.0,1323.0,0.0
108315,55930,PEN_b_R9_108315,PEG_L2_55930,EB,9,PEN_b_R9,PEG_L2,PEN_b,PEG,0.0,0.006802721088435374,0.0,0.0,1323.0,0.0
55952,55930,EPG_L2_55952,PEG_L2_55930,EB,7,EPG_L2,PEG_L2,EPG,PEG,0.0,0.005291005291005291,0.0,0.0,1323.0,0.0
55944,55930,EPG_L2_55944,PEG_L2_55930,EB,7,EPG_L2,PEG_L2,EPG,PEG,0.0,0.005291005291005291,0.0,0.0,1323.0,0.0
118407,55930,PEN_a_R8_118407,PEG_L2_55930,EB,6,PEN_a_R8,PEG_L2,PEN_a,PEG,0.0,0.0045351473922902496,0.0,0.0,1323.0,0.0
112687,55930,PEN_b_L2_112687,PEG_L2_55930,EB,6,PEN_b_L2,PEG_L2,PEN_b,PEG,0.0,0.0045351473922902496,0.0,0.0,1323.0,0.0
47185,64154,ER_R_MBUv_47185,ER_L_MBUv_64154,EB,19,ER_R_MBUv,ER_L_MBUv,MBUv,MBUv,0.0,0.014774494556765163,0.0,0.0,1286.0,0.0
63772,64154,PEN_b_L3_63772,ER_L_MBUv_64154,EB,15,PEN_b_L3,ER_L_MBUv,PEN_b,MBUv,0.0,0.01166407465007776,0.0,0.0,1286.0,0.0
125199,64154,ER_L_MBUv_125199,ER_L_MBUv_64154,EB,14,ER_L_MBUv,ER_L_MBUv,MBUv,MBUv,0.0,0.01088646967340591,0.0,0.0,1286.0,0.0
118347,64154,EPG_R9_118347,ER_L_MBUv_64154,EB,11,EPG_R9,ER_L_MBUv,EPG,MBUv,0.0,0.008553654743390357,0.0,0.0,1286.0,0.0
108339,64154,PEN_a_R9_108339,ER_L_MBUv_64154,EB,11,PEN_a_R9,ER_L_MBUv,PEN_a,MBUv,0.0,0.008553654743390357,0.0,0.0,1286.0,0.0
125025,64154,ER_L_MBUv_125025,ER_L_MBUv_64154,EB,10,ER_L_MBUv,ER_L_MBUv,MBUv,MBUv,0.0,0.007776049766718507,0.0,0.0,1286.0,0.0
125035,64154,ER_L_MBUv_125035,ER_L_MBUv_64154,EB,9,ER_L_MBUv,ER_L_MBUv,MBUv,MBUv,0.0,0.006998444790046656,0.0,0.0,1286.0,0.0
64077,64154,EPG_L_R1L1_64077,ER_L_MBUv_64154,EB,9,EPG_L_R1L1,ER_L_MBUv,EPG,MBUv,0.0,0.006998444790046656,0.0,0.0,1286.0,0.0
55952,64154,EPG_L2_55952,ER_L_MBUv_64154,EB,9,EPG_L2,ER_L_MBUv,EPG,MBUv,0.0,0.006998444790046656,0.0,0.0,1286.0,0.0
55936,64154,EPG_R8_55936,ER_L_MBUv_64154,EB,8,EPG_R8,ER_L_MBUv,EPG,MBUv,0.0,0.006220839813374806,0.0,0.0,1286.0,0.0
64276,64154,EPG_R8_64276,ER_L_MBUv_64154,EB,8,EPG_R8,ER_L_MBUv,EPG,MBUv,0.0,0.006220839813374806,0.0,0.0,1286.0,0.0
112713,64154,PEN_a_L2_112713,ER_L_MBUv_64154,EB,7,PEN_a_L2,ER_L_MBUv,PEN_a,MBUv,0.0,0.005443234836702955,0.0,0.0,1286.0,0.0
64257,64154,PEN_b_R9_64257,ER_L_MBUv_64154,EB,6,PEN_b_R9,ER_L_MBUv,PEN_b,MBUv,0.0,0.004665629860031105,0.0,0.0,1286.0,0.0
108315,64154,PEN_b_R9_108315,ER_L_MBUv_64154,EB,6,PEN_b_R9,ER_L_MBUv,PEN_b,MBUv,0.0,0.004665629860031105,0.0,0.0,1286.0,0.0
110806,35097,Delta7_L4R5_110806,PEG_L4_35097,PB,105,Delta7_L4R5,PEG_L4,Delta7,PEG,0.05725190839694656,0.0,0.0,1834.0,0.0,0.0
83112,35097,Delta7_L4R5_83112,PEG_L4_35097,PB,98,Delta7_L4R5,PEG_L4,Delta7,PEG,0.05343511450381679,0.0,0.0,1834.0,0.0,0.0
79852,35097,Delta7_L3R6_79852,PEG_L4_35097,PB,76,Delta7_L3R6,PEG_L4,Delta7,PEG,0.04143947655398037,0.0,0.0,1834.0,0.0,0.0
81522,35097,Delta7_L4R5_81522,PEG_L4_35097,PB,75,Delta7_L4R5,PEG_L4,Delta7,PEG,0.04089422028353326,0.0,0.0,1834.0,0.0,0.0
84303,35097,Delta7_L4R5_84303,PEG_L4_35097,PB,73,Delta7_L4R5,PEG_L4,Delta7,PEG,0.03980370774263904,0.0,0.0,1834.0,0.0,0.0
83239,35097,Delta7_L4R5_83239,PEG_L4_35097,PB,64,Delta7_L4R5,PEG_L4,Delta7,PEG,0.03489640130861505,0.0,0.0,1834.0,0.0,0.0
81527,35097,Delta7_L3R6_81527,PEG_L4_35097,PB,52,Delta7_L3R6,PEG_L4,Delta7,PEG,0.028353326063249727,0.0,0.0,1834.0,0.0,0.0
81541,35097,Delta7_L3R6_81541,PEG_L4_35097,PB,47,Delta7_L3R6,PEG_L4,Delta7,PEG,0.025627044711014176,0.0,0.0,1834.0,0.0,0.0
82590,35097,Delta7_L3R6_82590,PEG_L4_35097,PB,36,Delta7_L3R6,PEG_L4,Delta7,PEG,0.019629225736095966,0.0,0.0,1834.0,0.0,0.0
35304,35097,EPG_L4_35304,PEG_L4_35097,PB,30,EPG_L4,PEG_L4,EPG,PEG,0.016357688113413305,0.0,0.0,1834.0,0.0,0.0
34228,35097,EPG_L4_34228,PEG_L4_35097,PB,27,EPG_L4,PEG_L4,EPG,PEG,0.014721919302071973,0.0,0.0,1834.0,0.0,0.0
84631,35097,Delta7_L3R6_84631,PEG_L4_35097,PB,24,Delta7_L3R6,PEG_L4,Delta7,PEG,0.013086150490730643,0.0,0.0,1834.0,0.0,0.0
34955,35097,EPG_L4_34955,PEG_L4_35097,PB,23,EPG_L4,PEG_L4,EPG,PEG,0.012540894220283533,0.0,0.0,1834.0,0.0,0.0
84354,35097,Delta7_L3R6_84354,PEG_L4_35097,PB,21,Delta7_L3R6,PEG_L4,Delta7,PEG,0.011450381679389313,0.0,0.0,1834.0,0.0,0.0
64084,125261,EPG_L_R1L1_64084,ER_L_MBUv_125261,EB,10,EPG_L_R1L1,ER_L_MBUv,EPG,MBUv,0.0,0.008176614881439084,0.0,0.0,1223.0,0.0
64257,125261,PEN_b_R9_64257,ER_L_MBUv_125261,EB,10,PEN_b_R9,ER_L_MBUv,PEN_b,MBUv,0.0,0.008176614881439084,0.0,0.0,1223.0,0.0
112687,125261,PEN_b_L2_112687,ER_L_MBUv_125261,EB,10,PEN_b_L2,ER_L_MBUv,PEN_b,MBUv,0.0,0.008176614881439084,0.0,0.0,1223.0,0.0
47185,125261,ER_R_MBUv_47185,ER_L_MBUv_125261,EB,9,ER_R_MBUv,ER_L_MBUv,MBUv,MBUv,0.0,0.007358953393295176,0.0,0.0,1223.0,0.0
125035,125261,ER_L_MBUv_125035,ER_L_MBUv_125261,EB,9,ER_L_MBUv,ER_L_MBUv,MBUv,MBUv,0.0,0.007358953393295176,0.0,0.0,1223.0,0.0
108339,125261,PEN_a_R9_108339,ER_L_MBUv_125261,EB,8,PEN_a_R9,ER_L_MBUv,PEN_a,MBUv,0.0,0.006541291905151268,0.0,0.0,1223.0,0.0
64154,125261,ER_L_MBUv_64154,ER_L_MBUv_125261,EB,8,ER_L_MBUv,ER_L_MBUv,MBUv,MBUv,0.0,0.006541291905151268,0.0,0.0,1223.0,0.0
64133,125261,ER_R_MBUv_64133,ER_L_MBUv_125261,EB,8,ER_R_MBUv,ER_L_MBUv,MBUv,MBUv,0.0,0.006541291905151268,0.0,0.0,1223.0,0.0
65375,125261,ER_L_MBUv_65375,ER_L_MBUv_125261,EB,8,ER_L_MBUv,ER_L_MBUv,MBUv,MBUv,0.0,0.006541291905151268,0.0,0.0,1223.0,0.0
112713,125261,PEN_a_L2_112713,ER_L_MBUv_125261,EB,7,PEN_a_L2,ER_L_MBUv,PEN_a,MBUv,0.0,0.005723630417007359,0.0,0.0,1223.0,0.0
56351,125261,PEG_R8_56351,ER_L_MBUv_125261,EB,6,PEG_R8,ER_L_MBUv,PEG,MBUv,0.0,0.004905968928863451,0.0,0.0,1223.0,0.0
